Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
42.200000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,32.86,0,0,32.86,-1.36,8.40,38,38
42.200000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,74.04,-36,36,74.04,48.96,119.86,81,45
42.200000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,32.86,0,0,32.86,-1.36,8.40,38,38
42.200000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,74.04,-36,36,74.04,48.96,119.86,81,45
42.200000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,32.86,0,0,32.86,-1.36,8.40,38,38
42.200000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,74.04,-36,36,74.04,48.96,119.86,81,45
42.486133,ExampleOne,Fill,128,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3487.38,-36,35,74.38,48.62,119.86,81,46
42.486133,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,74.88,-35,35,74.88,48.62,119.86,81,46
42.486133,ExampleTwo,Fill,134,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3446.20,0,-1,33.20,-1.70,8.40,38,39
42.486133,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,33.70,1,-1,33.70,-1.70,8.40,38,39
42.568110,ExampleTwo,Fill,133,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3377.96,1,0,35.04,-2.04,8.40,39,39
42.568110,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,34.54,0,0,34.54,-2.04,8.40,39,39
42.568110,ExampleOne,Fill,129,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3336.78,-35,36,40.22,48.28,119.86,82,46
42.568110,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,75.72,-36,36,39.72,48.28,119.86,82,46
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3410.00,34.54,0,0,34.54,-2.04,8.40,39,39
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3410.00,75.72,-36,36,-32.28,48.28,142.22,82,46
42.950000,ExampleTwo,Insert,135,B,1,3412.00,GFD,0.00,3413.00,3410.00,34.54,0,0,34.54,-2.04,8.40,39,39
42.950000,ExampleTwo,Insert,136,S,1,3413.00,GFD,0.00,3413.00,3410.00,34.54,0,0,34.54,-2.04,8.40,39,39
42.950000,ExampleTwo,Fill,136,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3446.86,0,-1,33.86,-1.36,8.40,39,40
42.950000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Insert,130,B,1,3412.00,GFD,0.00,3413.00,3413.00,75.72,-36,36,-32.28,48.28,142.22,82,46
42.950000,ExampleOne,Insert,131,S,1,3413.00,GFD,0.00,3413.00,3413.00,75.72,-36,36,-32.28,48.28,142.22,82,46
42.950000,ExampleOne,Fill,131,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3488.04,-36,35,75.04,48.96,142.22,82,47
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,75.54,-35,35,75.54,48.96,142.22,82,47
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,75.54,-35,35,75.54,48.96,142.22,82,47
42.950000,ExampleTwo,Cancel,135,B,-1,3412.00,GFD,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleTwo,Insert,137,B,1,3413.00,GFD,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleTwo,Insert,138,S,1,3414.00,GFD,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Insert,132,S,1,3413.00,GFD,0.00,3413.00,3413.00,75.54,-35,35,75.54,48.96,142.22,82,47
42.950000,ExampleOne,Fill,132,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3487.86,-35,34,74.86,49.64,142.22,82,48
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,75.36,-34,34,75.36,49.64,142.22,82,48
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,75.36,-34,34,75.36,49.64,142.22,82,48
42.950000,ExampleOne,Insert,133,S,1,3413.00,GFD,0.00,3413.00,3413.00,75.36,-34,34,75.36,49.64,142.22,82,48
42.950000,ExampleOne,Fill,133,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3487.68,-34,33,74.68,50.32,142.22,82,49
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,75.18,-33,33,75.18,50.32,142.22,82,49
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,75.18,-33,33,75.18,50.32,142.22,82,49
42.950000,ExampleOne,Insert,134,S,1,3413.00,GFD,0.00,3413.00,3413.00,75.18,-33,33,75.18,50.32,142.22,82,49
42.950000,ExampleOne,Fill,134,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3487.50,-33,32,74.50,51.00,142.22,82,50
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,75.00,-32,32,75.00,51.00,142.22,82,50
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,75.00,-32,32,75.00,51.00,142.22,82,50
42.950000,ExampleOne,Insert,135,S,1,3413.00,GFD,0.00,3413.00,3413.00,75.00,-32,32,75.00,51.00,142.22,82,50
42.950000,ExampleOne,Fill,135,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3487.32,-32,31,74.32,51.68,142.22,82,51
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,74.82,-31,31,74.82,51.68,142.22,82,51
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,74.82,-31,31,74.82,51.68,142.22,82,51
42.950000,ExampleOne,Insert,136,S,1,3413.00,GFD,0.00,3413.00,3413.00,74.82,-31,31,74.82,51.68,142.22,82,51
42.950000,ExampleOne,Fill,136,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3487.14,-31,30,74.14,52.36,142.22,82,52
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,74.64,-30,30,74.64,52.36,142.22,82,52
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,74.64,-30,30,74.64,52.36,142.22,82,52
42.950000,ExampleOne,Insert,137,S,1,3413.00,GFD,0.00,3413.00,3413.00,74.64,-30,30,74.64,52.36,142.22,82,52
42.950000,ExampleOne,Fill,137,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3486.96,-30,29,73.96,53.04,142.22,82,53
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,74.46,-29,29,74.46,53.04,142.22,82,53
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,74.46,-29,29,74.46,53.04,142.22,82,53
42.950000,ExampleOne,Insert,138,S,1,3413.00,GFD,0.00,3413.00,3413.00,74.46,-29,29,74.46,53.04,142.22,82,53
42.950000,ExampleOne,Fill,138,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3486.78,-29,28,73.78,53.72,142.22,82,54
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,74.28,-28,28,74.28,53.72,142.22,82,54
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,74.28,-28,28,74.28,53.72,142.22,82,54
42.950000,ExampleOne,Insert,139,S,1,3413.00,GFD,0.00,3413.00,3413.00,74.28,-28,28,74.28,53.72,142.22,82,54
42.950000,ExampleOne,Fill,139,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3486.60,-28,27,73.60,54.40,142.22,82,55
42.950000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,74.10,-27,27,74.10,54.40,142.22,82,55
42.950000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,34.36,1,-1,34.36,-1.36,8.40,39,40
42.950000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,74.10,-27,27,74.10,54.40,142.22,82,55
43.088082,ExampleTwo,Fill,137,B,-1,3413.00,GFD,-0.34,3413.00,3413.00,-3378.30,1,0,34.70,-1.70,8.40,40,40
43.088082,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3413.00,34.20,0,0,34.20,-1.70,8.40,40,40
43.750000,ExampleOne,Insert,140,S,1,3413.00,GFD,0.00,3413.00,3414.00,74.10,-27,27,74.10,54.40,142.22,82,55
43.750000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,34.20,0,0,34.20,-1.70,8.40,40,40
43.750000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,74.10,-27,27,101.10,54.40,142.22,82,55
43.750000,ExampleTwo,Cancel,138,S,-1,3414.00,GFD,0.00,3413.00,3414.00,34.20,0,0,34.20,-1.70,8.40,40,40
43.750000,ExampleTwo,Insert,139,B,1,3412.00,GFD,0.00,3413.00,3414.00,34.20,0,0,34.20,-1.70,8.40,40,40
43.750000,ExampleTwo,Insert,140,S,1,3413.00,GFD,0.00,3413.00,3414.00,34.20,0,0,34.20,-1.70,8.40,40,40
43.750000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,34.20,0,0,34.20,-1.70,8.40,40,40
43.750000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,74.10,-27,27,101.10,54.40,142.22,82,55
43.750000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,34.20,0,0,34.20,-1.70,8.40,40,40
43.750000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,74.10,-27,27,101.10,54.40,142.22,82,55
43.750000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,34.20,0,0,34.20,-1.70,8.40,40,40
43.750000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,74.10,-27,27,101.10,54.40,142.22,82,55
44.098172,ExampleOne,Fill,130,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3337.56,-27,28,47.44,54.06,142.22,83,55
44.098172,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,74.94,-28,28,46.94,54.06,142.22,83,55
44.098172,ExampleTwo,Fill,139,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3377.46,0,1,34.54,-2.04,8.40,41,40
44.098172,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,35.04,-1,1,34.04,-2.04,8.40,41,40
44.210878,ExampleOne,Fill,140,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3488.28,-28,27,75.28,53.72,142.22,83,56
44.210878,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,75.78,-27,27,75.78,53.72,142.22,83,56
44.210878,ExampleTwo,Fill,140,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3448.38,-1,0,35.38,-2.38,8.40,41,41
44.210878,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,35.88,0,0,35.88,-2.38,8.40,41,41
44.550000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,35.88,0,0,35.88,-2.38,8.40,41,41
44.550000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,75.78,-27,27,102.78,53.72,142.22,83,56
44.550000,ExampleTwo,Insert,141,B,1,3412.00,GFD,0.00,3413.00,3414.00,35.88,0,0,35.88,-2.38,8.40,41,41
44.550000,ExampleTwo,Insert,142,S,1,3413.00,GFD,0.00,3413.00,3414.00,35.88,0,0,35.88,-2.38,8.40,41,41
44.550000,ExampleOne,Insert,141,B,1,3412.00,GFD,0.00,3413.00,3414.00,75.78,-27,27,102.78,53.72,142.22,83,56
44.550000,ExampleOne,Insert,142,S,1,3413.00,GFD,0.00,3413.00,3414.00,75.78,-27,27,102.78,53.72,142.22,83,56
44.550000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,35.88,0,0,35.88,-2.38,8.40,41,41
44.550000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,75.78,-27,27,102.78,53.72,142.22,83,56
44.553049,ExampleTwo,Fill,142,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3449.22,0,-1,36.22,-2.72,8.40,41,42
44.553049,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,36.72,1,-1,36.72,-2.72,8.40,41,42
44.553049,ExampleOne,Fill,142,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3489.12,-27,26,76.12,53.38,142.22,83,57
44.553049,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,76.62,-26,26,76.62,53.38,142.22,83,57
44.767148,ExampleTwo,Fill,141,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3374.94,1,0,38.06,-3.06,8.40,42,42
44.767148,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,37.56,0,0,37.56,-3.06,8.40,42,42
44.767148,ExampleOne,Fill,141,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3335.04,-26,27,50.96,53.04,142.22,84,57
44.767148,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,77.46,-27,27,50.46,53.04,142.22,84,57
45.300000,ExampleTwo,Tick,,,,,,0.00,3413.00,3411.00,37.56,0,0,37.56,-3.06,8.40,42,42
45.300000,ExampleOne,Tick,,,,,,0.00,3413.00,3411.00,77.46,-27,27,23.46,53.04,142.22,84,57
45.300000,ExampleTwo,Insert,143,B,1,3412.00,GFD,0.00,3413.00,3411.00,37.56,0,0,37.56,-3.06,8.40,42,42
45.300000,ExampleTwo,Fill,143,B,-1,3411.00,GFD,0.68,3413.00,3411.00,-3374.12,0,1,36.88,-2.38,8.40,43,42
45.300000,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,38.38,-1,1,36.38,-2.38,8.40,43,42
45.300000,ExampleTwo,Insert,144,S,1,3413.00,GFD,0.00,3413.00,3411.00,38.38,-1,1,36.38,-2.38,8.40,43,42
45.300000,ExampleOne,Insert,143,B,1,3412.00,GFD,0.00,3413.00,3411.00,77.46,-27,27,23.46,53.04,142.22,84,57
45.300000,ExampleOne,Insert,144,S,1,3413.00,GFD,0.00,3413.00,3411.00,77.46,-27,27,23.46,53.04,142.22,84,57
45.300000,ExampleTwo,Tick,,,,,,0.00,3413.00,3411.00,38.38,-1,1,36.38,-2.38,8.40,43,42
45.300000,ExampleOne,Tick,,,,,,0.00,3413.00,3411.00,77.46,-27,27,23.46,53.04,142.22,84,57
45.300000,ExampleTwo,Cancel,144,S,-1,3413.00,GFD,0.00,3413.00,3411.00,38.38,-1,1,36.38,-2.38,8.40,43,42
45.300000,ExampleTwo,Tick,,,,,,0.00,3413.00,3411.00,38.38,-1,1,36.38,-2.38,8.40,43,42
45.300000,ExampleOne,Tick,,,,,,0.00,3413.00,3411.00,77.46,-27,27,23.46,53.04,142.22,84,57
45.300000,ExampleTwo,Insert,145,B,1,3411.00,GFD,0.00,3413.00,3411.00,38.38,-1,1,36.38,-2.38,8.40,43,42
45.300000,ExampleTwo,Insert,146,S,1,3412.00,GFD,0.00,3413.00,3411.00,38.38,-1,1,36.38,-2.38,8.40,43,42
45.300000,ExampleOne,Fill,143,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3334.20,-27,28,50.80,52.70,142.22,85,57
45.300000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,78.30,-28,28,50.30,52.70,142.22,85,57
45.300000,ExampleTwo,Fill,146,S,-1,3412.00,GFD,0.68,3413.00,3412.00,3449.70,-1,0,36.70,-1.70,8.40,43,43
45.300000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3412.00,37.20,0,0,37.20,-1.70,8.40,43,43
45.300000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,37.20,0,0,37.20,-1.70,8.40,43,43
45.300000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,78.30,-28,28,50.30,52.70,142.22,85,57
45.300000,ExampleTwo,Cancel,145,B,-1,3411.00,GFD,0.00,3413.00,3412.00,37.20,0,0,37.20,-1.70,8.40,43,43
45.300000,ExampleTwo,Insert,147,B,1,3412.00,GFD,0.00,3413.00,3412.00,37.20,0,0,37.20,-1.70,8.40,43,43
45.300000,ExampleTwo,Insert,148,S,1,3413.00,GFD,0.00,3413.00,3412.00,37.20,0,0,37.20,-1.70,8.40,43,43
45.300000,ExampleOne,Insert,145,B,1,3412.00,GFD,0.00,3413.00,3412.00,78.30,-28,28,50.30,52.70,142.22,85,57
45.300000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,37.20,0,0,37.20,-1.70,8.40,43,43
45.300000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,78.30,-28,28,50.30,52.70,142.22,85,57
45.465782,ExampleOne,Fill,144,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3491.64,-28,27,78.64,52.36,142.22,85,58
45.465782,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,79.14,-27,27,79.14,52.36,142.22,85,58
45.465782,ExampleTwo,Fill,148,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3450.54,0,-1,37.54,-2.04,8.40,43,44
45.465782,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,38.04,1,-1,38.04,-2.04,8.40,43,44
45.886934,ExampleTwo,Fill,147,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3373.62,1,0,39.38,-2.38,8.40,44,44
45.886934,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,38.88,0,0,38.88,-2.38,8.40,44,44
45.886934,ExampleOne,Fill,145,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3332.52,-27,28,52.48,52.02,142.22,86,58
45.886934,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,79.98,-28,28,51.98,52.02,142.22,86,58
46.100000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,38.88,0,0,38.88,-2.38,8.40,44,44
46.100000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,79.98,-28,28,107.98,52.02,142.22,86,58
46.100000,ExampleTwo,Insert,149,B,1,3412.00,GFD,0.00,3413.00,3414.00,38.88,0,0,38.88,-2.38,8.40,44,44
46.100000,ExampleTwo,Insert,150,S,1,3413.00,GFD,0.00,3413.00,3414.00,38.88,0,0,38.88,-2.38,8.40,44,44
46.100000,ExampleOne,Insert,146,B,1,3412.00,GFD,0.00,3413.00,3414.00,79.98,-28,28,107.98,52.02,142.22,86,58
46.100000,ExampleOne,Insert,147,S,1,3413.00,GFD,0.00,3413.00,3414.00,79.98,-28,28,107.98,52.02,142.22,86,58
46.100000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,38.88,0,0,38.88,-2.38,8.40,44,44
46.100000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,79.98,-28,28,107.98,52.02,142.22,86,58
46.100000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,38.88,0,0,38.88,-2.38,8.40,44,44
46.100000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,79.98,-28,28,107.98,52.02,142.22,86,58
46.100000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,38.88,0,0,38.88,-2.38,8.40,44,44
46.100000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,79.98,-28,28,107.98,52.02,142.22,86,58
46.172275,ExampleTwo,Fill,150,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3452.22,0,-1,39.22,-2.72,8.40,44,45
46.172275,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,39.72,1,-1,39.72,-2.72,8.40,44,45
46.172275,ExampleOne,Fill,147,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3493.32,-28,27,80.32,51.68,142.22,86,59
46.172275,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,80.82,-27,27,80.82,51.68,142.22,86,59
46.356708,ExampleTwo,Fill,149,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3371.94,1,0,41.06,-3.06,8.40,45,45
46.356708,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,40.56,0,0,40.56,-3.06,8.40,45,45
46.507213,ExampleOne,Fill,146,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3330.84,-27,28,54.16,51.34,142.22,87,59
46.507213,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,81.66,-28,28,53.66,51.34,142.22,87,59
46.850000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,40.56,0,0,40.56,-3.06,8.40,45,45
46.850000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,81.66,-28,28,109.66,51.34,142.22,87,59
46.850000,ExampleTwo,Insert,151,B,1,3412.00,GFD,0.00,3413.00,3414.00,40.56,0,0,40.56,-3.06,8.40,45,45
46.850000,ExampleTwo,Fill,151,B,-1,3411.00,GFD,0.68,3413.00,3411.00,-3371.12,0,1,39.88,-2.38,8.40,46,45
46.850000,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,41.38,-1,1,39.38,-2.38,8.40,46,45
46.850000,ExampleTwo,Insert,152,S,1,3413.00,GFD,0.00,3413.00,3411.00,41.38,-1,1,39.38,-2.38,8.40,46,45
46.850000,ExampleOne,Insert,148,B,1,3412.00,GFD,0.00,3413.00,3411.00,81.66,-28,28,109.66,51.34,142.22,87,59
46.850000,ExampleOne,Fill,148,B,-1,3411.00,GFD,0.68,3413.00,3411.00,-3330.02,-28,29,24.98,52.02,142.22,88,59
46.850000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,82.48,-29,29,24.48,52.02,142.22,88,59
46.850000,ExampleOne,Insert,149,S,1,3413.00,GFD,0.00,3413.00,3411.00,82.48,-29,29,24.48,52.02,142.22,88,59
46.850000,ExampleTwo,Tick,,,,,,0.00,3413.00,3411.00,41.38,-1,1,39.38,-2.38,8.40,46,45
46.850000,ExampleOne,Tick,,,,,,0.00,3413.00,3411.00,82.48,-29,29,24.48,52.02,142.22,88,59
46.850000,ExampleTwo,Cancel,152,S,-1,3413.00,GFD,0.00,3413.00,3411.00,41.38,-1,1,39.38,-2.38,8.40,46,45
46.850000,ExampleTwo,Insert,153,B,1,3411.00,GFD,0.00,3413.00,3411.00,41.38,-1,1,39.38,-2.38,8.40,46,45
46.850000,ExampleTwo,Fill,153,B,-1,3411.00,GFD,0.68,3413.00,3411.00,-3370.30,-1,2,38.70,-1.70,8.40,47,45
46.850000,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,42.20,-2,2,38.20,-1.70,8.40,47,45
46.850000,ExampleTwo,Insert,154,S,1,3412.00,GFD,0.00,3413.00,3411.00,42.20,-2,2,38.20,-1.70,8.40,47,45
46.850000,ExampleOne,Insert,150,B,1,3412.00,GFD,0.00,3413.00,3411.00,82.48,-29,29,24.48,52.02,142.22,88,59
46.850000,ExampleTwo,Fill,154,S,-1,3412.00,GFD,-0.34,3413.00,3412.00,3454.54,-2,1,40.54,-2.04,8.40,47,46
46.850000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3412.00,42.04,-1,1,41.04,-2.04,8.40,47,46
46.850000,ExampleOne,Fill,150,B,-1,3412.00,GFD,0.68,3413.00,3412.00,-3330.20,-29,30,52.80,52.70,142.22,89,59
46.850000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,82.30,-30,30,52.30,52.70,142.22,89,59
46.850000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,42.04,-1,1,41.04,-2.04,8.40,47,46
46.850000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,82.30,-30,30,52.30,52.70,142.22,89,59
46.850000,ExampleTwo,Insert,155,B,1,3411.00,GFD,0.00,3413.00,3412.00,42.04,-1,1,41.04,-2.04,8.40,47,46
46.850000,ExampleTwo,Insert,156,S,1,3412.00,GFD,0.00,3413.00,3412.00,42.04,-1,1,41.04,-2.04,8.40,47,46
46.850000,ExampleOne,Insert,151,B,1,3412.00,GFD,0.00,3413.00,3412.00,82.30,-30,30,52.30,52.70,142.22,89,59
46.850000,ExampleTwo,Fill,156,S,-1,3412.00,GFD,-0.34,3413.00,3412.00,3454.38,-1,0,41.38,-2.38,8.40,47,47
46.850000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3412.00,41.88,0,0,41.88,-2.38,8.40,47,47
46.850000,ExampleOne,Fill,151,B,-1,3412.00,GFD,0.68,3413.00,3412.00,-3330.38,-30,31,51.62,53.38,142.22,90,59
46.850000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,82.12,-31,31,51.12,53.38,142.22,90,59
46.850000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,41.88,0,0,41.88,-2.38,8.40,47,47
46.850000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,82.12,-31,31,51.12,53.38,142.22,90,59
46.850000,ExampleTwo,Cancel,155,B,-1,3411.00,GFD,0.00,3413.00,3412.00,41.88,0,0,41.88,-2.38,8.40,47,47
46.850000,ExampleTwo,Insert,157,B,1,3412.00,GFD,0.00,3413.00,3412.00,41.88,0,0,41.88,-2.38,8.40,47,47
46.850000,ExampleTwo,Insert,158,S,1,3413.00,GFD,0.00,3413.00,3412.00,41.88,0,0,41.88,-2.38,8.40,47,47
46.850000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,41.88,0,0,41.88,-2.38,8.40,47,47
46.850000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,82.12,-31,31,51.12,53.38,142.22,90,59
46.850000,ExampleOne,Insert,152,B,1,3412.00,GFD,0.00,3413.00,3412.00,82.12,-31,31,51.12,53.38,142.22,90,59
46.850000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,41.88,0,0,41.88,-2.38,8.40,47,47
46.850000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,82.12,-31,31,51.12,53.38,142.22,90,59
46.919168,ExampleOne,Fill,149,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3495.46,-31,30,82.46,53.04,142.22,90,60
46.919168,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,82.96,-30,30,82.96,53.04,142.22,90,60
